Timestamp,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,Elapsed_Time,Time_Diff,Timestamp_Normalized
0,33721.0,27721.0,16810.0,0.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004181000018434133,0.0022830000016256236,32.95901157051655
23784.690458,10447.0,30470.0,22663.0,199.0,1916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11207600003035623,0.02151699999740231,37.95280570649929
23784.711975,94412.0,78700.0,65095.0,36.0,4508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60503200011226,0.03717000000324333,147.81632369792774
23784.749145,25436.0,19768.0,15922.0,0.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9567670000215003,0.0037819999997736886,31.960335641734183
23784.752927,49747.0,30830.0,20503.0,0.0,2306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336648000022251,0.0022099999987403862,35.955383277794404
23784.755137,23056.0,0.0,8274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22216000000480562,0.021115999999892665,2.9962830920386443
23784.776253,26037.0,6123.0,16269.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5699450000138313,0.01449499999944237,28.96408762690311
23784.790748,0.0,0.0,6206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10502700000142795,0.002454000001307577,0.9987623313144228
23784.793202,1.0,11672.0,6206.0,0.0,1462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277890000033949,0.00218499999755295,4.993811768017911
23784.795387,6940.0,8918.0,9949.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0252030000192462,0.02228600000307779,27.96534882287136
23784.817673,51306.0,33709.0,31880.0,0.0,1940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93803200002003,0.011839999999210704,37.95300835627742
23784.829513,22660.0,20979.0,7414.0,454.0,2309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24282200001835,0.01028500000029453,36.954263233848486
23784.839798,24917.0,7189.0,14470.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.403451000020141,0.005234000000200467,28.96416461881604
23784.845032,30816.0,36987.0,31030.0,453.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768258000014612,0.0010689999980968423,42.94687481575318
23784.846101,23562.0,27303.0,39246.0,646.0,4016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235764000008203,0.019872000000759726,13.982704778210714
23784.865973,44459.0,64379.0,69699.0,268.0,6567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.136784000053012,0.005406000000220956,67.91604827540911
23784.871379,28014.0,26509.0,32680.0,879.0,3488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.860513000010542,0.006698000001051696,20.974078451489632
23784.878077,0.0,0.0,14446.0,539.0,2227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621030000016617,0.012060999997629551,4.993830005572447
23784.890138,30973.0,30243.0,26282.0,353.0,2427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8362620000043535,0.0024510000002919696,13.982729994102959
23784.892589,46739.0,37118.0,37714.0,108.0,3868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.183920000017679,0.0012900000001536682,39.95066049853654
23784.893879,20108.0,0.0,18051.0,0.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243150000052992,0.001238000000739703,3.9950662985701024
23784.895117,0.0,42653.0,61524.0,0.0,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.697200000009616,0.0017939999997906853,12.98396623360327
23784.896911,0.0,12186.0,16019.0,95.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0453750000051514,0.0011300000005576294,4.993833502299795
23784.898041,14040.0,53723.0,33132.5,1147.0,4806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.644437000039034,0.001003000001219334,59.926006224115476
23784.899044,32872.0,18481.0,18151.0,26617.0,33413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.074122000019997,0.001034999997500563,42.946971642750356
23784.900079,0.0,0.0,0.0,20194.0,33429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9122310000020661,0.0010010000005422626,8.988901587236
23784.90108,0.0,15362.0,0.0,1643.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811890000048152,0.001485000000684522,5.992601325574057
23784.902565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21559400000114692,0.0012040000001434237,0.9987669742034212
23784.903769,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,163148.0,0.0,0.0,0.0,3.4639960000131396,0.001078999997844221,15.9802721957975
