Timestamp,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,Elapsed_Time,Time_Diff,Timestamp_Normalized
23784.688175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987579210590769
23784.688179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0000013541430235e-06,4.0000013541430235e-06,0.9987579212270434
23784.68818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000001692678779e-06,1.0000003385357559e-06,0.9987579212690351
23784.688181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000002031214535e-06,1.0000003385357559e-06,0.9987579213110268
23784.688188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300000076298602e-05,6.999998731771484e-06,0.9987579216049681
23784.688189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000001101521775e-05,1.0000003385357559e-06,0.9987579216469598
23784.68819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5000001440057531e-05,1.0000003385357559e-06,0.9987579216889515
23784.688191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000001778593287e-05,1.0000003385357559e-06,0.9987579217309431
23784.688194,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8999999156221747e-05,2.9999973776284605e-06,0.9987579218569179
23784.688195,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999494757503e-05,1.0000003385357559e-06,0.9987579218989096
23784.688196,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099999983329326e-05,1.0000003385357559e-06,0.9987579219409012
23784.688199,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000848900527e-05,3.0000010156072676e-06,0.9987579220668761
23784.6882,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5000001187436283e-05,1.0000003385357559e-06,0.9987579221088678
23784.688201,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.600000152597204e-05,1.0000003385357559e-06,0.9987579221508595
23784.688204,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89999989036005e-05,2.9999973776284605e-06,0.9987579222768342
23784.688205,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999242136255e-05,1.0000003385357559e-06,0.9987579223188259
23784.688209,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.400000059627928e-05,4.0000013541430235e-06,0.9987579224867924
23784.68821,0.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000934815034e-05,1.0000003385357559e-06,0.9987579225287841
23784.688214,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.900000228895806e-05,4.0000013541430235e-06,0.9987579226967507
23784.688219,6663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400000034365803e-05,4.999998054699972e-06,0.9987579229067088
23784.68822,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5000000682193786e-05,1.0000003385357559e-06,0.9987579229487005
23784.688225,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000002374872565e-05,5.000001692678779e-06,0.9987579231586586
23784.688226,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0999999075429514e-05,9.999967005569488e-07,0.9987579232006502
23784.688231,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000768108293e-05,5.000001692678779e-06,0.9987579234106084
23784.688243,0.0,9388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000119255856e-05,1.2000000424450263e-05,0.998757923914508
23784.688251,0.0,0.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60000002628658e-05,7.99999907030724e-06,0.9987579242504411
23784.688256,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000195554458e-05,5.000001692678779e-06,0.9987579244603993
23784.688302,0.0,0.0,5349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001269999993382953,4.5999997382750735e-05,0.9987579263920143
23784.688376,26083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002009999989240896,7.399999958579428e-05,0.9987579294993952
23784.688388,0.0,0.0,0.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021299999934853986,1.2000000424450263e-05,0.9987579300032949
23784.688398,0.0,0.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229999990959186,9.999999747378752e-06,0.9987579304232113
23784.688463,0.0,16960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002879999992728699,6.500000017695129e-05,0.9987579331526675
