Timestamp,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,Elapsed_Time,Time_Diff,Timestamp_Normalized
0,80635.0,5394.0,5691.0,0.0,1769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01573400000017955,0.01562300000000505,13.83253046675063
426.954299,23614.0,123936.0,9459.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3174460000002455,0.0044790000000034524,18.444014310450036
426.958778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021460999999987962,0.00135899999997946,0.9222127868381943
426.960137,31139.0,60114.0,31337.0,244.0,3428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1475300000007564,0.0048350000000141335,48.87729951144513
426.964972,10239.0,32183.0,28433.0,449.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0610390000004486,0.03050500000000511,35.96678264521196
426.995477,10439.0,13524.0,43223.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4812820000003626,0.0036690000000021428,23.979526731504922
426.999146,1.0,0.0,0.0,3815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14228800000006459,0.021264000000030592,1.8446401993236936
427.02041,75377.0,83005.5,49741.0,0.0,4123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25422700000172,0.0013609999999744105,115.29295264075125
427.021771,59132.0,5850.0,35284.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6658040000004917,0.0012830000000008113,29.51508383329709
427.023054,141041.0,30196.0,63002.0,0.0,6266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99747900000051,0.0019379999999955544,43.35045666754708
427.024992,0.0,40501.0,10120.0,0.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332610000000727,0.0011499999999955435,4.611767983035575
427.026142,160658.1666666667,146578.0,41526.0,1.0,22463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.087782000001823,0.0010530000000130713,126.36291021457049
